+2.50000000000000e-02 +2.66180249000000e-01 -2.90170143700000e+00
+2.50000000000000e-02 +1.65542404000000e-01 -1.04497297600000e+00
+2.50000000000000e-02 +4.50508542000000e-01 -5.51915988000000e-01
+2.50000000000000e-02 +7.25591227000000e-01 -4.82991837000000e-01
+2.50000000000000e-02 +9.47322440000000e-01 -4.53125392000000e-01
+2.50000000000000e-02 +1.07328807100000e+00 -4.17487086000000e-01
+2.50000000000000e-02 +1.06664683300000e+00 -3.67691593000000e-01
+2.50000000000000e-02 +9.19598463000000e-01 -2.96894598000000e-01
+2.50000000000000e-02 +6.63236526000000e-01 -1.81610263000000e-01
+2.50000000000000e-02 +3.60700969000000e-01 +9.19357370000000e-02
+2.50000000000000e-02 +1.75913598000000e-01 +1.28586955100000e+00
+2.50000000000000e-02 +3.61346882000000e-01 +2.26562443000000e+00
+2.50000000000000e-02 +5.65447253000000e-01 +2.45890098800000e+00
+2.50000000000000e-02 +6.75306600000000e-01 +2.48804902600000e+00
+2.50000000000000e-02 +6.79199758000000e-01 +2.42152794400000e+00
+2.50000000000000e-02 +6.10452094000000e-01 +2.24522663500000e+00
+2.50000000000000e-02 +5.34135414000000e-01 +1.93985975900000e+00
+2.50000000000000e-02 +5.03508672000000e-01 +1.55323809600000e+00
+2.50000000000000e-02 +5.26800899000000e-01 +1.19440885800000e+00
+2.50000000000000e-02 +5.78836618000000e-01 +9.49911271000000e-01
+2.50000000000000e-02 +6.15885635000000e-01 +8.42496422000000e-01
+2.50000000000000e-02 +6.07978676000000e-01 +8.54323623000000e-01
+2.50000000000000e-02 +5.63096906000000e-01 +9.71244470000000e-01
+2.50000000000000e-02 +5.18466006000000e-01 +1.17581981600000e+00
+2.50000000000000e-02 +5.06908128000000e-01 +1.39934021200000e+00
+2.50000000000000e-02 +5.23867181000000e-01 +1.54245509200000e+00
+2.50000000000000e-02 +5.40572233000000e-01 +1.55566642700000e+00
+2.50000000000000e-02 +5.41573658000000e-01 +1.42579616000000e+00
+2.50000000000000e-02 +5.49237654000000e-01 +1.15018517300000e+00
+2.50000000000000e-02 +6.12274340000000e-01 +8.02587013000000e-01
+2.50000000000000e-02 +7.35211327000000e-01 +5.16814915000000e-01
+2.50000000000000e-02 +8.64679711000000e-01 +3.31132364000000e-01
+2.50000000000000e-02 +9.50646201000000e-01 +2.19719946000000e-01
+2.50000000000000e-02 +9.65887472000000e-01 +1.68279923000000e-01
+2.50000000000000e-02 +8.94634716000000e-01 +1.85847249000000e-01
+2.50000000000000e-02 +7.36652045000000e-01 +3.06481592000000e-01
+2.50000000000000e-02 +5.37797027000000e-01 +6.23971795000000e-01
+2.50000000000000e-02 +4.33750074000000e-01 +1.27912496400000e+00
+2.50000000000000e-02 +5.43703188000000e-01 +1.91278475900000e+00
+2.50000000000000e-02 +7.50893945000000e-01 +2.21259245600000e+00
+2.50000000000000e-02 +9.40933620000000e-01 +2.34073087700000e+00
+2.50000000000000e-02 +1.06004148200000e+00 +2.39550468100000e+00
+2.50000000000000e-02 +1.07854320800000e+00 +2.40995089800000e+00
+2.50000000000000e-02 +9.84128644000000e-01 +2.39682988900000e+00
+2.50000000000000e-02 +7.76851941000000e-01 +2.36311709300000e+00
+2.50000000000000e-02 +4.69713759000000e-01 +2.28336417900000e+00
+2.50000000000000e-02 +1.26926898000000e-01 +1.59944986200000e+00
+2.50000000000000e-02 +3.32735226000000e-01 -2.65816583000000e-01
+2.50000000000000e-02 +6.50469259000000e-01 -3.78074660000000e-01
+2.50000000000000e-02 +8.45579168000000e-01 -3.74613229000000e-01
+2.50000000000000e-02 +8.94358464000000e-01 -3.44344832000000e-01
+2.50000000000000e-02 +8.05505528000000e-01 -3.01032170000000e-01
+2.50000000000000e-02 +5.96016380000000e-01 -2.12478672000000e-01
+2.50000000000000e-02 +3.28442178000000e-01 +2.32816720000000e-01
+2.50000000000000e-02 +4.39307674000000e-01 +1.56251522200000e+00
+2.50000000000000e-02 +1.05630071400000e+00 +2.02796363000000e+00
+2.50000000000000e-02 +1.77159545400000e+00 +2.33620901300000e+00
+2.50000000000000e-02 +2.12893939400000e+00 +2.78215812900000e+00
+2.50000000000000e-02 +1.88693506500000e+00 -2.36995071500000e+00
+2.50000000000000e-02 +4.44210104600000e+00 -7.49199681000000e-01
+2.50000000000000e-02 +4.99282188400000e+00 -7.86615628000000e-01
+2.50000000000000e-02 +4.97963062100000e+00 -7.89496368000000e-01
